;;Visual Properties;;;;;Labels;;;Graph Metrics;Do Not Edit;;Other Columns;;;;;;;;;;;;
Vertex 1;Vertex 2;Color;Width;Style;Opacity;Visibility;Label;Label Text Color;Label Font Size;Reciprocated?;ID;Dynamic Filter;Add Your Own Columns Here;Relationship;Relationship Date (UTC);Tweet;URLs in Tweet;Domains in Tweet;Hashtags in Tweet;Tweet Date (UTC);Twitter Page for Tweet;Latitude;Longitude;Imported ID;In-Reply-To Tweet ID
blackcorfield;blackcorfield;;;;;;;;;;;;;Tweet;26/05/2022 12:03;#SafeTF2 el juego que hizo que conociera a un monton de gente que fueron o son mis amigos, por favor valve salvalo;;;safetf2;26/05/2022 12:03;https://twitter.com/#!/blackcorfield/status/1529795280979345409;;;1529795280979345409;
uvaverde_god;blackcorfield;;;;;;;;;;;;;Mentions;26/05/2022 16:04;RT @BlackCorfield: #SafeTF2 el juego que hizo que conociera a un monton de gente que fueron o son mis amigos, por favor valve salvalo;;;safetf2;26/05/2022 16:04;https://twitter.com/#!/uvaverde_god/status/1529855896918102020;;;1529855896918102020;
uvaverde_god;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 16:02;"RT @PenalozaLao: Este juego significa mucho para todos nosotros, no podemos dejar que muera de esta forma...
#SafeTF2 #Valve @valvesoftware…";;;safetf2 valve;26/05/2022 16:02;https://twitter.com/#!/uvaverde_god/status/1529855626700017669;;;1529855626700017669;
uvaverde_god;penalozalao;;;;;;;;;;;;;Mentions;26/05/2022 16:02;"RT @PenalozaLao: Este juego significa mucho para todos nosotros, no podemos dejar que muera de esta forma...
#SafeTF2 #Valve @valvesoftware…";;;safetf2 valve;26/05/2022 16:02;https://twitter.com/#!/uvaverde_god/status/1529855626700017669;;;1529855626700017669;
uvaverde_god;mrgameandplay2;;;;;;;;;;;;;Mentions;26/05/2022 16:03;"RT @Mrgameandplay2: Quiza no tengo mas de 4000 horas en tf2 pero aun asi este juego es especial para mi..

 #SafeTF2 https://t.co/KmQWa2sA2i";;;safetf2;26/05/2022 16:03;https://twitter.com/#!/uvaverde_god/status/1529855660913045521;;;1529855660913045521;
uvaverde_god;srechna1;;;;;;;;;;;;;Mentions;26/05/2022 16:03;"RT @Srechna1: #SafeTF2
Actualizen o hagan alguna wea pa salvar a esta joya de juego https://t.co/fgBHyXT4U7";;;safetf2;26/05/2022 16:03;https://twitter.com/#!/uvaverde_god/status/1529855742768988160;;;1529855742768988160;
uvaverde_god;osoponso;;;;;;;;;;;;;Mentions;26/05/2022 16:03;RT @osoponso: Buenos días, hoy es un maravilloso día para pedir a Valve que salve su juego más abandonado, juego que tras 15 AÑOS sigue ten…;;;;26/05/2022 16:03;https://twitter.com/#!/uvaverde_god/status/1529855833303142404;;;1529855833303142404;
uvaverde_god;crazycold739;;;;;;;;;;;;;Mentions;26/05/2022 16:04;RT @CraZyCold739: I associate with this game not only my entire childhood but also positive experiences with honestly one of the best commu…;;;;26/05/2022 16:04;https://twitter.com/#!/uvaverde_god/status/1529856060068077568;;;1529856060068077568;
uvaverde_god;resteria27;;;;;;;;;;;;;Mentions;26/05/2022 16:06;RT @Resteria27: A game as legendary as tf2 does not deserve this kind of treatment—especially when Valve doesn't acknowledge the problem! @…;;;;26/05/2022 16:06;https://twitter.com/#!/uvaverde_god/status/1529856546099847169;;;1529856546099847169;
celaear;celaear;;;;;;;;;;;;;Tweet;26/05/2022 16:08;#SafeTF2  because its my fav fps of all time and seeing it overrun with bots is truly saddening.;;;safetf2;26/05/2022 16:08;https://twitter.com/#!/celaear/status/1529857100096077826;;;1529857100096077826;
akowop;swishbue;;;;;;;;;;;;;Replies to;26/05/2022 16:11;@Swishbue We know, lad! We know! #SafeTF2;;;safetf2;26/05/2022 16:11;https://twitter.com/#!/akowop/status/1529857890282000385;;;1529857890282000385;1529840248833859586
archaicmodern;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 16:18;RT @botorx9: Please @valvesoftware do something, we as a TF2 community are tired of this shit, no updates, bots taking over the servers. Lo…;;;;26/05/2022 16:18;https://twitter.com/#!/archaicmodern/status/1529859448902131713;;;1529859448902131713;
archaicmodern;botorx9;;;;;;;;;;;;;Mentions;26/05/2022 16:18;RT @botorx9: Please @valvesoftware do something, we as a TF2 community are tired of this shit, no updates, bots taking over the servers. Lo…;;;;26/05/2022 16:18;https://twitter.com/#!/archaicmodern/status/1529859448902131713;;;1529859448902131713;
mashupmixpro77;mono_youhn;;;;;;;;;;;;;Replies to;26/05/2022 16:20;@Mono_youhn #safetf2;;;safetf2;26/05/2022 16:20;https://twitter.com/#!/mashupmixpro77/status/1529859997143863298;;;1529859997143863298;1529859921621274632
realmatiaris;realmatiaris;;;;;;;;;;;;;Tweet;26/05/2022 16:24;Man i really love the game #safetf2;;;safetf2;26/05/2022 16:24;https://twitter.com/#!/realmatiaris/status/1529861050132209666;;;1529861050132209666;
azybuhaev;azybuhaev;;;;;;;;;;;;;Tweet;26/05/2022 16:25;"и много читеров с ботами. Не убивайте хороший продукт, оживите хорошую игру!

#SafeTF2 https://t.co/hK7zAMyTBq";;;safetf2;26/05/2022 16:25;https://twitter.com/#!/azybuhaev/status/1529861347860746240;;;1529861347860746240;1529861325698093057
rinsthighsaret1;rinsthighsaret1;;;;;;;;;;;;;Tweet;26/05/2022 16:34;#SafeTF2;;;safetf2;26/05/2022 16:34;https://twitter.com/#!/rinsthighsaret1/status/1529863474704273409;;;1529863474704273409;
dylanithink_;dylanithink_;;;;;;;;;;;;;Tweet;26/05/2022 16:43;#SafeTF2 !!!!!!!! https://t.co/KVpD2zsZYB;;;safetf2;26/05/2022 16:43;https://twitter.com/#!/dylanithink_/status/1529865832481771533;;;1529865832481771533;
cheeseball3737;cheeseball3737;;;;;;;;;;;;;Tweet;26/05/2022 16:45;#SafeTF2;;;safetf2;26/05/2022 16:45;https://twitter.com/#!/cheeseball3737/status/1529866351665373186;;;1529866351665373186;
ronaldocouves;bluny10;;;;;;;;;;;;;Replies to;26/05/2022 16:45;@bluny10 #safetf2;;;safetf2;26/05/2022 16:45;https://twitter.com/#!/ronaldocouves/status/1529866392534646784;;;1529866392534646784;1529668779457789959
laugje1234;laugje1234;;;;;;;;;;;;;Tweet;26/05/2022 16:46;#SafeTF2;;;safetf2;26/05/2022 16:46;https://twitter.com/#!/laugje1234/status/1529866623116623873;;;1529866623116623873;
valequla;valequla;;;;;;;;;;;;;Tweet;26/05/2022 16:48;TF2 will always have a place in my heart. #safetf2;;;safetf2;26/05/2022 16:48;https://twitter.com/#!/valequla/status/1529867201146150914;;;1529867201146150914;
coneepic;coneepic;;;;;;;;;;;;;Tweet;26/05/2022 16:50;#SafeTF2;;;safetf2;26/05/2022 16:50;https://twitter.com/#!/coneepic/status/1529867460807168000;;;1529867460807168000;
pedro_spiderman;pedro_spiderman;;;;;;;;;;;;;Tweet;26/05/2022 16:51;#SafeTF2;;;safetf2;26/05/2022 16:51;https://twitter.com/#!/pedro_spiderman/status/1529867867210096640;;;1529867867210096640;
lpsslang2;lpsslang2;;;;;;;;;;;;;Tweet;26/05/2022 16:58;#SafeTF2;;;safetf2;26/05/2022 16:58;https://twitter.com/#!/lpsslang2/status/1529869593002516489;;;1529869593002516489;
themisterdax;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 16:59;I love playing TF2, but please do something about the bot situation @valvesoftware . The game deserves better! #SafeTF2;;;safetf2;26/05/2022 16:59;https://twitter.com/#!/themisterdax/status/1529869786007711744;;;1529869786007711744;
realzachary0325;realzachary0325;;;;;;;;;;;;;Tweet;26/05/2022 17:00;#safetf2;;;safetf2;26/05/2022 17:00;https://twitter.com/#!/realzachary0325/status/1529869974700888077;;;1529869974700888077;
wynndam1;wynndam1;;;;;;;;;;;;;Tweet;26/05/2022 17:02;God I wish #SafeTF2 would do anything but like, they actively killed two major mods because they pretended they wer… https://t.co/C91cadTGX5;https://twitter.com/i/web/status/1529870511995494408;twitter.com;safetf2;26/05/2022 17:02;https://twitter.com/#!/wynndam1/status/1529870511995494408;;;1529870511995494408;
combensky;combensky;;;;;;;;;;;;;Tweet;26/05/2022 17:06;#SafeTF2 https://t.co/kt33kxmDV3;;;safetf2;26/05/2022 17:06;https://twitter.com/#!/combensky/status/1529871583107489792;;;1529871583107489792;
potatowithsala1;facikwacik;;;;;;;;;;;;;Mentions;26/05/2022 17:08;RT @FacikWacik: My favorite game is dying 😪😓 #safetf2 https://t.co/TILdXHeC6Q;;;safetf2;26/05/2022 17:08;https://twitter.com/#!/potatowithsala1/status/1529872114467147779;;;1529872114467147779;
potatowithsala1;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 17:08;RT @BSwagolini: #SafeTF2 Man i love tf2 and its sad that game is unplayable @valvesoftware pls do something give us updates https://t.co/hB…;;;safetf2;26/05/2022 17:08;https://twitter.com/#!/potatowithsala1/status/1529872133509324803;;;1529872133509324803;
potatowithsala1;bswagolini;;;;;;;;;;;;;Mentions;26/05/2022 17:08;RT @BSwagolini: #SafeTF2 Man i love tf2 and its sad that game is unplayable @valvesoftware pls do something give us updates https://t.co/hB…;;;safetf2;26/05/2022 17:08;https://twitter.com/#!/potatowithsala1/status/1529872133509324803;;;1529872133509324803;
skelegummy;ffarquhard;;;;;;;;;;;;;Mentions;26/05/2022 17:09;"RT @FfarquharD: #SafeTF2 

Please i want to play the funny war themed hat simulator again without being flooded by bots or having to suffer…";;;safetf2;26/05/2022 17:09;https://twitter.com/#!/skelegummy/status/1529872441119498240;;;1529872441119498240;
theonlyp1fan;theonlyp1fan;;;;;;;;;;;;;Tweet;26/05/2022 17:19;oh yeah uh #safetf2 by the way I've been playing since like 2014 that shit has given me some of my most memorable o… https://t.co/QqXuCYI4fg;https://twitter.com/i/web/status/1529874860465434626;twitter.com;safetf2;26/05/2022 17:19;https://twitter.com/#!/theonlyp1fan/status/1529874860465434626;;;1529874860465434626;
kirakanofficial;kirakanofficial;;;;;;;;;;;;;Tweet;26/05/2022 17:21;#SafeTF2 https://t.co/wIpeYtERng;;;safetf2;26/05/2022 17:21;https://twitter.com/#!/kirakanofficial/status/1529875465569292291;;;1529875465569292291;
m4st3r_bl4z3;m4st3r_bl4z3;;;;;;;;;;;;;Tweet;26/05/2022 17:22;este juego me lleno de muy buenos momentos, este juego es único y no se puede dejar que muera de esa manera… https://t.co/tj4EVuAxnh;https://twitter.com/i/web/status/1529875655470501889;twitter.com;;26/05/2022 17:22;https://twitter.com/#!/m4st3r_bl4z3/status/1529875655470501889;;;1529875655470501889;
brokeryann;brokeryann;;;;;;;;;;;;;Tweet;26/05/2022 17:27;#SafeTF2;;;safetf2;26/05/2022 17:27;https://twitter.com/#!/brokeryann/status/1529877014366367744;;;1529877014366367744;
theromeroguy;theromeroguy;;;;;;;;;;;;;Tweet;26/05/2022 17:28;So I do ask, please Valve, let other players have the same experiences that me and my friends were able to get from… https://t.co/Ru3AkCYYHu;https://twitter.com/i/web/status/1529877093017960453;twitter.com;;26/05/2022 17:28;https://twitter.com/#!/theromeroguy/status/1529877093017960453;;;1529877093017960453;1529876885978726401
rasponov;rasponov;;;;;;;;;;;;;Tweet;26/05/2022 17:35;Team Fortress 2 is the whole reason I got myself a Steam Account. Hell, now a days I struggle hard to play Multipla… https://t.co/e2PTZytefw;https://twitter.com/i/web/status/1529878952768159745;twitter.com;;26/05/2022 17:35;https://twitter.com/#!/rasponov/status/1529878952768159745;;;1529878952768159745;
just_alish;steam;;;;;;;;;;;;;Replies to;26/05/2022 17:42;@Steam Better yet, #SafeTF2;;;safetf2;26/05/2022 17:42;https://twitter.com/#!/just_alish/status/1529880687972581376;;;1529880687972581376;1529877526004305920
pink0uh;pink0uh;;;;;;;;;;;;;Tweet;26/05/2022 17:52;I dont even play the game but I know in what state it is so pls valve #SafeTF2 https://t.co/a5Xdx0nkvG;https://twitter.com/TF2OutofContext/status/1529150034662436866;twitter.com;safetf2;26/05/2022 17:52;https://twitter.com/#!/pink0uh/status/1529883162712674304;;;1529883162712674304;
janek_fox;janek_fox;;;;;;;;;;;;;Tweet;25/05/2022 20:57;"Repost for #SafeTF2 

#TF2 #tf2pyro #TF2fanart https://t.co/Tu9gd41Jq8";;;safetf2 tf2 tf2pyro tf2fanart;25/05/2022 20:57;https://twitter.com/#!/janek_fox/status/1529567319017639937;;;1529567319017639937;
simon_word;janek_fox;;;;;;;;;;;;;Mentions;26/05/2022 03:27;"RT @Janek_Fox: Repost for #SafeTF2 

#TF2 #tf2pyro #TF2fanart https://t.co/Tu9gd41Jq8";;;safetf2 tf2 tf2pyro tf2fanart;26/05/2022 03:27;https://twitter.com/#!/simon_word/status/1529665404410466307;;;1529665404410466307;
simon_word;gabelnewell;;;;;;;;;;;;;Mentions;26/05/2022 03:27;"RT @dyan47638779: MR.@GabeLNewell 
Please update TF2!Bot is a HUGE problem. You can saw 
 a lot of bots in a server. Please safe TF2.
#Safe…";;;;26/05/2022 03:27;https://twitter.com/#!/simon_word/status/1529665439542005760;;;1529665439542005760;
simon_word;dyan47638779;;;;;;;;;;;;;Mentions;26/05/2022 03:27;"RT @dyan47638779: MR.@GabeLNewell 
Please update TF2!Bot is a HUGE problem. You can saw 
 a lot of bots in a server. Please safe TF2.
#Safe…";;;;26/05/2022 03:27;https://twitter.com/#!/simon_word/status/1529665439542005760;;;1529665439542005760;
mrmakkellb;mrmakkellb;;;;;;;;;;;;;Tweet;25/05/2022 22:29;"#SafeTF2
I have played this game since december  third 2012. I have seen and been part of many server communities t… https://t.co/WMmyujrMjA";https://twitter.com/i/web/status/1529590434145652742;twitter.com;safetf2;25/05/2022 22:29;https://twitter.com/#!/mrmakkellb/status/1529590434145652742;;;1529590434145652742;
simon_word;mrmakkellb;;;;;;;;;;;;;Mentions;26/05/2022 03:27;"RT @MrMakkeLLB: #SafeTF2
I have played this game since december  third 2012. I have seen and been part of many server communities that have…";;;safetf2;26/05/2022 03:27;https://twitter.com/#!/simon_word/status/1529665518193491968;;;1529665518193491968;
elmemax2;elmemax2;;;;;;;;;;;;;Tweet;26/05/2022 02:33;#SafeTF2 plz :c https://t.co/OsjHwBGYIE;;;safetf2;26/05/2022 02:33;https://twitter.com/#!/elmemax2/status/1529651792186941440;;;1529651792186941440;
elmemax2;coffegrand;;;;;;;;;;;;;Mentions;26/05/2022 04:41;RT @CoffeGrand: We have to save the legacy of this legend guys #SafeTF2 https://t.co/epwDctQta8;;;safetf2;26/05/2022 04:41;https://twitter.com/#!/elmemax2/status/1529684240497053697;;;1529684240497053697;
simon_word;elmemax2;;;;;;;;;;;;;Mentions;26/05/2022 03:27;RT @elmemax2: #SafeTF2 plz :c https://t.co/OsjHwBGYIE;;;safetf2;26/05/2022 03:27;https://twitter.com/#!/simon_word/status/1529665535708897280;;;1529665535708897280;
filippecak;filippecak;;;;;;;;;;;;;Tweet;25/05/2022 15:11;Hi people. Let's save #SafeTF2  from the hands of neglect VLAVe. I got to know this action during a YouTube post… https://t.co/brQ71NpHID;https://twitter.com/i/web/status/1529480230833999872;twitter.com;safetf2;25/05/2022 15:11;https://twitter.com/#!/filippecak/status/1529480230833999872;;;1529480230833999872;
simon_word;filippecak;;;;;;;;;;;;;Mentions;26/05/2022 03:27;RT @FilipPecak: Hi people. Let's save #SafeTF2  from the hands of neglect VLAVe. I got to know this action during a YouTube post @daliggows…;;;safetf2;26/05/2022 03:27;https://twitter.com/#!/simon_word/status/1529665551332696064;;;1529665551332696064;
gourune_;gourune_;;;;;;;;;;;;;Tweet;25/05/2022 15:06;Most of the creators involved in #safetf2 are mid at best, they better have Ster or Jerma secretly in it to make up for the mediocrity.;;;safetf2;25/05/2022 15:06;https://twitter.com/#!/gourune_/status/1529478957459988486;;;1529478957459988486;
simon_word;gourune_;;;;;;;;;;;;;Mentions;26/05/2022 03:27;RT @Gourune_: Most of the creators involved in #safetf2 are mid at best, they better have Ster or Jerma secretly in it to make up for the m…;;;safetf2;26/05/2022 03:27;https://twitter.com/#!/simon_word/status/1529665572887220225;;;1529665572887220225;
u_yousolame;u_yousolame;;;;;;;;;;;;;Tweet;25/05/2022 15:54;I been playing tf2 for a few months now,and I made lots of great memories,but the game is unplayable rn with all th… https://t.co/gui2hDNgKi;https://twitter.com/i/web/status/1529491077887143941;twitter.com;;25/05/2022 15:54;https://twitter.com/#!/u_yousolame/status/1529491077887143941;;;1529491077887143941;
simon_word;u_yousolame;;;;;;;;;;;;;Mentions;26/05/2022 03:27;RT @u_yousolame: I been playing tf2 for a few months now,and I made lots of great memories,but the game is unplayable rn with all those bot…;;;;26/05/2022 03:27;https://twitter.com/#!/simon_word/status/1529665584912289792;;;1529665584912289792;
time5747;time5747;;;;;;;;;;;;;Tweet;25/05/2022 01:43;#safetf2 We already wait a long time VALVE is time to have an improvement #safetf2;;;safetf2 safetf2;25/05/2022 01:43;https://twitter.com/#!/time5747/status/1529277044177117186;;;1529277044177117186;
simon_word;time5747;;;;;;;;;;;;;Mentions;26/05/2022 03:27;RT @time5747: #safetf2 We already wait a long time VALVE is time to have an improvement #safetf2;;;safetf2 safetf2;26/05/2022 03:27;https://twitter.com/#!/simon_word/status/1529665595121315840;;;1529665595121315840;
some1_peculiar;some1_peculiar;;;;;;;;;;;;;Tweet;25/05/2022 21:33;"#safetf2 
I started to play it only 2 years ago  but I had my first contact
With tf2 As i was about 6 as i watched… https://t.co/FT6E5XnOz3";https://twitter.com/i/web/status/1529576451732918275;twitter.com;safetf2;25/05/2022 21:33;https://twitter.com/#!/some1_peculiar/status/1529576451732918275;;;1529576451732918275;
simon_word;some1_peculiar;;;;;;;;;;;;;Mentions;26/05/2022 03:27;"RT @some1_peculiar: #safetf2 
I started to play it only 2 years ago  but I had my first contact
With tf2 As i was about 6 as i watched my o…";;;safetf2;26/05/2022 03:27;https://twitter.com/#!/simon_word/status/1529665610879320066;;;1529665610879320066;
crazycold739;crazycold739;;;;;;;;;;;;;Tweet;25/05/2022 05:38;I had the best gaming and most memorable experience a few years ago in tf2. Still to this day I enjoy playing it ev… https://t.co/hszDhQQjYh;https://twitter.com/i/web/status/1529336136153321472;twitter.com;;25/05/2022 05:38;https://twitter.com/#!/crazycold739/status/1529336136153321472;;;1529336136153321472;
crazycold739;crazycold739;;;;;;;;;;;;;Tweet;25/05/2022 15:25;I associate with this game not only my entire childhood but also positive experiences with honestly one of the best… https://t.co/G5OU8yCZJ2;https://twitter.com/i/web/status/1529483917216075779;twitter.com;;25/05/2022 15:25;https://twitter.com/#!/crazycold739/status/1529483917216075779;;;1529483917216075779;
simon_word;crazycold739;;;;;;;;;;;;;Mentions;26/05/2022 03:27;RT @CraZyCold739: I associate with this game not only my entire childhood but also positive experiences with honestly one of the best commu…;;;;26/05/2022 03:27;https://twitter.com/#!/simon_word/status/1529665497377259521;;;1529665497377259521;
simon_word;crazycold739;;;;;;;;;;;;;Mentions;26/05/2022 03:28;RT @CraZyCold739: I had the best gaming and most memorable experience a few years ago in tf2. Still to this day I enjoy playing it eventhou…;;;;26/05/2022 03:28;https://twitter.com/#!/simon_word/status/1529665636271632384;;;1529665636271632384;
ritzin3;ritzin3;;;;;;;;;;;;;Tweet;24/05/2022 19:54;#saveTF2 #safeTF2;;;savetf2 safetf2;24/05/2022 19:54;https://twitter.com/#!/ritzin3/status/1529189162993303563;;;1529189162993303563;
simon_word;ritzin3;;;;;;;;;;;;;Mentions;26/05/2022 03:28;RT @Ritzin3: #saveTF2 #safeTF2;;;savetf2 safetf2;26/05/2022 03:28;https://twitter.com/#!/simon_word/status/1529665680395608066;;;1529665680395608066;
facikwacik;isthisyoshide;;;;;;;;;;;;;Replies to;25/05/2022 12:30;@IsThisYoshide #safetf2;;;safetf2;25/05/2022 12:30;https://twitter.com/#!/facikwacik/status/1529439838352683010;;;1529439838352683010;1529152536371937280
