;;Visual Properties;;;;;Labels;;;Graph Metrics;Do Not Edit;;Other Columns;;;;;;;;;;;;
Vertex 1;Vertex 2;Color;Width;Style;Opacity;Visibility;Label;Label Text Color;Label Font Size;Reciprocated?;ID;Dynamic Filter;Add Your Own Columns Here;Relationship;Relationship Date (UTC);Tweet;URLs in Tweet;Domains in Tweet;Hashtags in Tweet;Tweet Date (UTC);Twitter Page for Tweet;Latitude;Longitude;Imported ID;In-Reply-To Tweet ID
kobazinsan;shorktf2;;;;;;;;;;;;;Mentions;26/05/2022 20:37;RT @ShorKtf2: Oh and also  I don't have anything against the dude at all!! We talked in dm's about this it's just that he's using the #safe…;;;;26/05/2022 20:37;https://twitter.com/#!/kobazinsan/status/1529924751124217856;;;1529924751124217856;
vicevulkrean;vicevulkrean;;;;;;;;;;;;;Tweet;26/05/2022 20:44;"A Game Abandoned 
==-==-==-==-==-==-==-==-==-==
I has been five years since tf2 has gotten a update and it's about… https://t.co/eLVOeOSYz2";https://twitter.com/i/web/status/1529926351544672258;twitter.com;;26/05/2022 20:44;https://twitter.com/#!/vicevulkrean/status/1529926351544672258;;;1529926351544672258;
aemoment1;aemoment1;;;;;;;;;;;;;Tweet;26/05/2022 20:52;#safetf2 i love this game https://t.co/bI6guBpLnh;;;safetf2;26/05/2022 20:52;https://twitter.com/#!/aemoment1/status/1529928609170874368;;;1529928609170874368;
chuvithe;chuvithe;;;;;;;;;;;;;Tweet;26/05/2022 20:54;come on valve #SafeTF2 https://t.co/bsuRPyuwfz;;;safetf2;26/05/2022 20:54;https://twitter.com/#!/chuvithe/status/1529929011987525632;;;1529929011987525632;
1spinola;1spinola;;;;;;;;;;;;;Tweet;26/05/2022 20:57;@valvesoftare please #safetf2 and please #MajorNoMaracanã;;;safetf2 majornomaracanã;26/05/2022 20:57;https://twitter.com/#!/1spinola/status/1529929831886077979;;;1529929831886077979;
kasd0r;tacowithapen;;;;;;;;;;;;;Replies to;26/05/2022 21:11;@tacowithapen #safetf2;;;safetf2;26/05/2022 21:11;https://twitter.com/#!/kasd0r/status/1529933179955691531;;;1529933179955691531;1529793087761006596
fucktw1tterlmao;fucktw1tterlmao;;;;;;;;;;;;;Tweet;26/05/2022 21:10;tf2 was my first experience of multiplayer shooters. it was tonnes of fun and it can be awesome again #safetf2;;;safetf2;26/05/2022 21:10;https://twitter.com/#!/fucktw1tterlmao/status/1529932940054085639;;;1529932940054085639;
chrisyolomoney;fucktw1tterlmao;;;;;;;;;;;;;Mentions;26/05/2022 21:11;RT @fucktw1tterlmao: tf2 was my first experience of multiplayer shooters. it was tonnes of fun and it can be awesome again #safetf2;;;safetf2;26/05/2022 21:11;https://twitter.com/#!/chrisyolomoney/status/1529933303180148742;;;1529933303180148742;
the45ishere;shorktf2;;;;;;;;;;;;;Mentions;26/05/2022 21:16;RT @ShorKtf2: Oh and also  I don't have anything against the dude at all!! We talked in dm's about this it's just that he's using the #safe…;;;;26/05/2022 21:16;https://twitter.com/#!/the45ishere/status/1529934533335781376;;;1529934533335781376;
dialga22239;dialga22239;;;;;;;;;;;;;Tweet;26/05/2022 17:12;TF2 is my first Game, I've ever played on Steam. A Game with a great Community and cool Players where I became Frie… https://t.co/IdIIAWJ5ap;https://twitter.com/i/web/status/1529873024861741056;twitter.com;;26/05/2022 17:12;https://twitter.com/#!/dialga22239/status/1529873024861741056;;;1529873024861741056;
thesilent_hero;dialga22239;;;;;;;;;;;;;Mentions;26/05/2022 21:17;RT @Dialga22239: TF2 is my first Game, I've ever played on Steam. A Game with a great Community and cool Players where I became Friends wit…;;;;26/05/2022 21:17;https://twitter.com/#!/thesilent_hero/status/1529934849930313730;;;1529934849930313730;
tylerzachary22;tylerzachary22;;;;;;;;;;;;;Tweet;26/05/2022 18:28;Team Fortress 2 is my favorite game of all time. I started playing exactly 10 years ago. The humor, the gameplay, t… https://t.co/J9u3SXq1Vg;https://twitter.com/i/web/status/1529892170026688512;twitter.com;;26/05/2022 18:28;https://twitter.com/#!/tylerzachary22/status/1529892170026688512;;;1529892170026688512;
shirt_2;tylerzachary22;;;;;;;;;;;;;Mentions;26/05/2022 21:19;RT @tylerzachary22: Team Fortress 2 is my favorite game of all time. I started playing exactly 10 years ago. The humor, the gameplay, the c…;;;;26/05/2022 21:19;https://twitter.com/#!/shirt_2/status/1529935311064776723;;;1529935311064776723;
sarmatamlodyg;sarmatamlodyg;;;;;;;;;;;;;Tweet;26/05/2022 21:20;"#safetf2
new tfera";;;safetf2;26/05/2022 21:20;https://twitter.com/#!/sarmatamlodyg/status/1529935591663714305;;;1529935591663714305;
droideka_exe;droideka_exe;;;;;;;;;;;;;Tweet;26/05/2022 19:59;"If you recognise this group, it's probably due to this video, recorded on the same day. 
If this doesn't scream how… https://t.co/FXi3jwyqZJ";https://twitter.com/i/web/status/1529915023132348420;twitter.com;;26/05/2022 19:59;https://twitter.com/#!/droideka_exe/status/1529915023132348420;;;1529915023132348420;1529913954260111368
droideka_exe;valvesoftware;;;;;;;;;;;;;Replies to;26/05/2022 20:14;@valvesoftware , even your voice actors are on board!! Come on, it's time to do something! #safetf2 https://t.co/5yCbvtpHkP;https://twitter.com/Robin_A_Downes/status/1529876330069626895;twitter.com;safetf2;26/05/2022 20:14;https://twitter.com/#!/droideka_exe/status/1529918951710412812;;;1529918951710412812;
droideka_exe;droideka_exe;;;;;;;;;;;;;Tweet;26/05/2022 21:24;#safetf2 https://t.co/NpXu0aON5q;;;safetf2;26/05/2022 21:24;https://twitter.com/#!/droideka_exe/status/1529936479925026826;;;1529936479925026826;1529936452586553360
pacusito2;pacusito2;;;;;;;;;;;;;Tweet;26/05/2022 21:28;#SafeTF2 por favor valve no dejes morir el unico juego que aun sobrevive a tus destrozos...;;;safetf2;26/05/2022 21:28;https://twitter.com/#!/pacusito2/status/1529937500080197632;;;1529937500080197632;
cai_zerox;shorktf2;;;;;;;;;;;;;Mentions;26/05/2022 21:33;RT @ShorKtf2: Oh and also  I don't have anything against the dude at all!! We talked in dm's about this it's just that he's using the #safe…;;;;26/05/2022 21:33;https://twitter.com/#!/cai_zerox/status/1529938749634887681;;;1529938749634887681;
kasd0r;kasd0r;;;;;;;;;;;;;Tweet;26/05/2022 21:10;"My number 1 favorite video game is definitly ""Team Fortress 2"", that's why it's so sad to see it in it's current bo… https://t.co/iKEYBXgaB8";https://twitter.com/i/web/status/1529932974778732549;twitter.com;;26/05/2022 21:10;https://twitter.com/#!/kasd0r/status/1529932974778732549;;;1529932974778732549;
symnesiac;kasd0r;;;;;;;;;;;;;Mentions;26/05/2022 21:34;"RT @Kasd0r: My number 1 favorite video game is definitly ""Team Fortress 2"", that's why it's so sad to see it in it's current bot infested s…";;;;26/05/2022 21:34;https://twitter.com/#!/symnesiac/status/1529939124009975808;;;1529939124009975808;
tyton_w_kubku;tyton_w_kubku;;;;;;;;;;;;;Tweet;26/05/2022 21:38;"#safetf2 

Team Fortress 2 to gra, na której się wychowałem. Zarywałem przed nią całe noce z ziomkami z klasy, a pr… https://t.co/wvFiTCI8LN";https://twitter.com/i/web/status/1529939964846391326;twitter.com;safetf2;26/05/2022 21:38;https://twitter.com/#!/tyton_w_kubku/status/1529939964846391326;;;1529939964846391326;
jackson28976936;jackson28976936;;;;;;;;;;;;;Tweet;26/05/2022 21:39;#safetf2 if u dont do it i shid;;;safetf2;26/05/2022 21:39;https://twitter.com/#!/jackson28976936/status/1529940238562476052;;;1529940238562476052;
elijaht48169726;elijaht48169726;;;;;;;;;;;;;Tweet;26/05/2022 21:44;TF2 is a one of a kind game with an extremely talented community of artists and content creators. it's a big shame… https://t.co/85ikxX5hmP;https://twitter.com/i/web/status/1529941480717987841;twitter.com;;26/05/2022 21:44;https://twitter.com/#!/elijaht48169726/status/1529941480717987841;;;1529941480717987841;
upyment;shorktf2;;;;;;;;;;;;;Mentions;26/05/2022 21:47;RT @ShorKtf2: Oh and also  I don't have anything against the dude at all!! We talked in dm's about this it's just that he's using the #safe…;;;;26/05/2022 21:47;https://twitter.com/#!/upyment/status/1529942442618896413;;;1529942442618896413;
goldengearhead2;goldengearhead2;;;;;;;;;;;;;Tweet;26/05/2022 21:49;#safetf2 i dont play the games but im gonna;;;safetf2;26/05/2022 21:49;https://twitter.com/#!/goldengearhead2/status/1529942753009975308;;;1529942753009975308;
blassu3;blassu3;;;;;;;;;;;;;Tweet;26/05/2022 22:02;se que no sere el mejor player, ni tampoco llevo tanto tiempo en el juego, pero me lo paso bien con mis amigos cuan… https://t.co/RFx9JBhBXS;https://twitter.com/i/web/status/1529946182671388673;twitter.com;;26/05/2022 22:02;https://twitter.com/#!/blassu3/status/1529946182671388673;;;1529946182671388673;
blassu3;dude_stay;;;;;;;;;;;;;Mentions;26/05/2022 22:03;RT @dude_stay: Plz help us save the this game from crazy bots and help join the tf2 community. #SafeTF2 https://t.co/YzjzgfiUe9;;;safetf2;26/05/2022 22:03;https://twitter.com/#!/blassu3/status/1529946370618146859;;;1529946370618146859;
rpcgamingg;rpcgamingg;;;;;;;;;;;;;Tweet;26/05/2022 22:10;Really don't think #safetf2 is worth the effort.;;;safetf2;26/05/2022 22:10;https://twitter.com/#!/rpcgamingg/status/1529948003771072534;;;1529948003771072534;1529943441479811108
rabdiavoy_xt;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 22:18;#SafeTF2 cmon @valvesoftware , i know you guys can fix the bots, we're counting on you all!;;;safetf2;26/05/2022 22:18;https://twitter.com/#!/rabdiavoy_xt/status/1529950159798276096;;;1529950159798276096;
gaminggavin2020;airconditiner5;;;;;;;;;;;;;Mentions;26/05/2022 22:25;RT @AirConditiner5: #savetf2 #SafeTF2 or else hoovy be sad https://t.co/0TtGAUIuRP;;;savetf2 safetf2;26/05/2022 22:25;https://twitter.com/#!/gaminggavin2020/status/1529951764790796300;;;1529951764790796300;
noobjew666;airconditiner5;;;;;;;;;;;;;Mentions;26/05/2022 22:26;RT @AirConditiner5: #savetf2 #SafeTF2 or else hoovy be sad https://t.co/0TtGAUIuRP;;;savetf2 safetf2;26/05/2022 22:26;https://twitter.com/#!/noobjew666/status/1529952139211988992;;;1529952139211988992;
dracoshroobrc;dracoshroobrc;;;;;;;;;;;;;Tweet;26/05/2022 22:29;i have so many great memories of tf2 with friends in highschoool, bringing out laptops in to play together, it was… https://t.co/EuoyyjzQFq;https://twitter.com/i/web/status/1529952913728102406;twitter.com;;26/05/2022 22:29;https://twitter.com/#!/dracoshroobrc/status/1529952913728102406;;;1529952913728102406;
local_jackass;local_jackass;;;;;;;;;;;;;Tweet;26/05/2022 22:35;"I’ve been with TF2 since 2010 and I just wanna say get yourself fixed Valve.
We’re desperate for an update and not… https://t.co/bnQyiasd4V";https://twitter.com/i/web/status/1529954381923246080;twitter.com;;26/05/2022 22:35;https://twitter.com/#!/local_jackass/status/1529954381923246080;;;1529954381923246080;
wynnefox;wynnefox;;;;;;;;;;;;;Tweet;26/05/2022 22:40;#SafeTF2 This champ went to protest at ValveHQ and got to talk to someone. Said they hear us and are working on som… https://t.co/ACERjYFOjV;https://twitter.com/i/web/status/1529955601970655232;twitter.com;safetf2;26/05/2022 22:40;https://twitter.com/#!/wynnefox/status/1529955601970655232;;;1529955601970655232;
airconditiner5;airconditiner5;;;;;;;;;;;;;Tweet;26/05/2022 22:24;#savetf2 #SafeTF2 or else hoovy be sad https://t.co/0TtGAUIuRP;;;savetf2 safetf2;26/05/2022 22:24;https://twitter.com/#!/airconditiner5/status/1529951553636945926;;;1529951553636945926;
faddwini;airconditiner5;;;;;;;;;;;;;Mentions;26/05/2022 22:40;RT @AirConditiner5: #savetf2 #SafeTF2 or else hoovy be sad https://t.co/0TtGAUIuRP;;;savetf2 safetf2;26/05/2022 22:40;https://twitter.com/#!/faddwini/status/1529955624267702286;;;1529955624267702286;
iyysakk;iyysakk;;;;;;;;;;;;;Tweet;26/05/2022 22:46;#safetf2 we all miss our childhood;;;safetf2;26/05/2022 22:46;https://twitter.com/#!/iyysakk/status/1529957131524317188;;;1529957131524317188;
mrdarwisygaming;mrdarwisygaming;;;;;;;;;;;;;Tweet;26/05/2022 22:49;#safetf2 https://t.co/k0cbxRC39U;;;safetf2;26/05/2022 22:49;https://twitter.com/#!/mrdarwisygaming/status/1529957871194370049;;;1529957871194370049;
chidogamer2;chidogamer2;;;;;;;;;;;;;Tweet;26/05/2022 22:54;Asi es TF2 necesita ser revivido #SafeTF2 https://t.co/MlcnD6W9RD;;;safetf2;26/05/2022 22:54;https://twitter.com/#!/chidogamer2/status/1529959082446274561;;;1529959082446274561;
kopikatzz;kopikatzz;;;;;;;;;;;;;Tweet;26/05/2022 22:57;tf2 has been my first fps ive ever played. it's surreal to think that i started playing it in middle school, will b… https://t.co/rOnPfnB2v4;https://twitter.com/i/web/status/1529959916953382914;twitter.com;;26/05/2022 22:57;https://twitter.com/#!/kopikatzz/status/1529959916953382914;;;1529959916953382914;
konobatom;dez0n;;;;;;;;;;;;;Replies to;26/05/2022 23:04;@Dez0n Talvez a valve ouça o apelo do melhor e maior jogador de tf2!#SafeTF2;;;safetf2;26/05/2022 23:04;https://twitter.com/#!/konobatom/status/1529961652384325637;;;1529961652384325637;1529957359442972672
khaki_jeanart;khaki_jeanart;;;;;;;;;;;;;Tweet;26/05/2022 06:12;I've done some SFM posters in my spare time for the past year or two, such as there. I enjoyed making them along wi… https://t.co/A6S2v01y72;https://twitter.com/i/web/status/1529707044428730368;twitter.com;;26/05/2022 06:12;https://twitter.com/#!/khaki_jeanart/status/1529707044428730368;;;1529707044428730368;
khaki_jeanart;khaki_jeanart;;;;;;;;;;;;;Tweet;26/05/2022 06:20;#SafeTF2 https://t.co/THP0yNgkwE;;;safetf2;26/05/2022 06:20;https://twitter.com/#!/khaki_jeanart/status/1529709102708015104;;;1529709102708015104;1529708207760875520
khaki_jeanart;khaki_jeanart;;;;;;;;;;;;;Tweet;26/05/2022 15:47;"Grab an issue of ""Mann Co. Lazy Businessmann"". 
Know what's been happening with our mercs, when those bots attacked… https://t.co/h5QBqSqPHP";https://twitter.com/i/web/status/1529851827008708615;twitter.com;;26/05/2022 15:47;https://twitter.com/#!/khaki_jeanart/status/1529851827008708615;;;1529851827008708615;
iikingstan;khaki_jeanart;;;;;;;;;;;;;Mentions;26/05/2022 23:09;RT @Khaki_JeanArt: I've done some SFM posters in my spare time for the past year or two, such as there. I enjoyed making them along with pl…;;;;26/05/2022 23:09;https://twitter.com/#!/iikingstan/status/1529962837023793152;;;1529962837023793152;
alexgameover_13;shorktf2;;;;;;;;;;;;;Mentions;26/05/2022 23:11;RT @ShorKtf2: Oh and also  I don't have anything against the dude at all!! We talked in dm's about this it's just that he's using the #safe…;;;;26/05/2022 23:11;https://twitter.com/#!/alexgameover_13/status/1529963559924424704;;;1529963559924424704;
typingandwiping;typingandwiping;;;;;;;;;;;;;Tweet;26/05/2022 23:15;"#SafeTF2 
Valve forget about the heavy update, just give me my weekly dose of doubledonking snipers back please

(m… https://t.co/f2i2Q19rBa";https://twitter.com/i/web/status/1529964408956411920;twitter.com;safetf2;26/05/2022 23:15;https://twitter.com/#!/typingandwiping/status/1529964408956411920;;;1529964408956411920;
cactuskur;cactuskur;;;;;;;;;;;;;Tweet;26/05/2022 23:17;"#safetf2 and #robotnik trending 
thats awesome https://t.co/LJv8OxqcB0";;;safetf2 robotnik;26/05/2022 23:17;https://twitter.com/#!/cactuskur/status/1529965081282371585;;;1529965081282371585;
tclegacy06;tclegacy06;;;;;;;;;;;;;Tweet;26/05/2022 23:21;#SafeTF2 lets get it done;;;safetf2;26/05/2022 23:21;https://twitter.com/#!/tclegacy06/status/1529965921812504577;;;1529965921812504577;
had3s_drown;shorktf2;;;;;;;;;;;;;Mentions;26/05/2022 23:21;RT @ShorKtf2: Oh and also  I don't have anything against the dude at all!! We talked in dm's about this it's just that he's using the #safe…;;;;26/05/2022 23:21;https://twitter.com/#!/had3s_drown/status/1529965976078409746;;;1529965976078409746;
official_psasd;shorktf2;;;;;;;;;;;;;Mentions;26/05/2022 23:27;RT @ShorKtf2: Oh and also  I don't have anything against the dude at all!! We talked in dm's about this it's just that he's using the #safe…;;;;26/05/2022 23:27;https://twitter.com/#!/official_psasd/status/1529967543141924864;;;1529967543141924864;
jinahope1;jinahope1;;;;;;;;;;;;;Tweet;26/05/2022 23:33;#SafeTF2 https://t.co/v4ApcOWZXA;;;safetf2;26/05/2022 23:33;https://twitter.com/#!/jinahope1/status/1529969002029625344;;;1529969002029625344;
elijah88181326;elijah88181326;;;;;;;;;;;;;Tweet;26/05/2022 23:59;Guys my game that funny is dying. please help #SafeTF2;;;safetf2;26/05/2022 23:59;https://twitter.com/#!/elijah88181326/status/1529975595731505170;;;1529975595731505170;
elijah88181326;elijah88181326;;;;;;;;;;;;;Tweet;27/05/2022 00:03;If don't help, then who could be pymoman #SafeTF2 https://t.co/8UQmr1NX2M;;;safetf2;27/05/2022 00:03;https://twitter.com/#!/elijah88181326/status/1529976623218544645;;;1529976623218544645;1529975595731505170
superyeet8;superyeet8;;;;;;;;;;;;;Tweet;27/05/2022 00:03;#SafeTF2;;;safetf2;27/05/2022 00:03;https://twitter.com/#!/superyeet8/status/1529976629220589568;;;1529976629220589568;
ace61077009;valvesoftware;;;;;;;;;;;;;Mentions;27/05/2022 00:04;#safetf2 @valvesoftware I know you probably don't care, but we have built a loving community and want to see this g… https://t.co/jPN1MCjEOE;https://twitter.com/i/web/status/1529976894464090113;twitter.com;safetf2;27/05/2022 00:04;https://twitter.com/#!/ace61077009/status/1529976894464090113;;;1529976894464090113;
psych0ghoul;potatodraws55;;;;;;;;;;;;;Mentions;27/05/2022 00:06;RT @PotatoDraws55: one day many years ago, my dad purchased the orange box. He played all 3 games with little me in his lap and would teach…;;;;27/05/2022 00:06;https://twitter.com/#!/psych0ghoul/status/1529977201529085952;;;1529977201529085952;
phoenix_hx;shorktf2;;;;;;;;;;;;;Mentions;27/05/2022 00:06;RT @ShorKtf2: Oh and also  I don't have anything against the dude at all!! We talked in dm's about this it's just that he's using the #safe…;;;;27/05/2022 00:06;https://twitter.com/#!/phoenix_hx/status/1529977431192440833;;;1529977431192440833;
potatodraws55;potatodraws55;;;;;;;;;;;;;Tweet;26/05/2022 22:32;one day many years ago, my dad purchased the orange box. He played all 3 games with little me in his lap and would… https://t.co/j6nXp081vh;https://twitter.com/i/web/status/1529953677925969922;twitter.com;;26/05/2022 22:32;https://twitter.com/#!/potatodraws55/status/1529953677925969922;;;1529953677925969922;
imlostatthemall;potatodraws55;;;;;;;;;;;;;Mentions;27/05/2022 00:08;RT @PotatoDraws55: one day many years ago, my dad purchased the orange box. He played all 3 games with little me in his lap and would teach…;;;;27/05/2022 00:08;https://twitter.com/#!/imlostatthemall/status/1529977809115828224;;;1529977809115828224;
chima9000;chima9000;;;;;;;;;;;;;Tweet;27/05/2022 00:12;#SafeTF2 https://t.co/dT7k7S2g95;;;safetf2;27/05/2022 00:12;https://twitter.com/#!/chima9000/status/1529978891305209870;;;1529978891305209870;
yellowsubmsrine;izzynobre;;;;;;;;;;;;;Replies to;26/05/2022 17:46;@izzynobre  IZZY faz um video sobre a #SafeTF2 ,vc vai ajudar mto com sua relevancia;;;safetf2;26/05/2022 17:46;https://twitter.com/#!/yellowsubmsrine/status/1529881572605939713;;;1529881572605939713;
yellowsubmsrine;rikeditor;;;;;;;;;;;;;Replies to;27/05/2022 00:15;@RikEditor eu vi que vc segue o twitter do TF2, então venho te pedir pra falar sobre a #SafeTF2;;;safetf2;27/05/2022 00:15;https://twitter.com/#!/yellowsubmsrine/status/1529979530164817934;;;1529979530164817934;
yellowsubmsrine;yellowsubmsrine;;;;;;;;;;;;;Tweet;26/05/2022 23:57;WE DID IT LET'S GOOO #SafeTF2 https://t.co/4CTpyf8kni;https://twitter.com/TeamFortress/status/1529970640224018433;twitter.com;safetf2;26/05/2022 23:57;https://twitter.com/#!/yellowsubmsrine/status/1529975134802661376;;;1529975134802661376;
majounlimited;majounlimited;;;;;;;;;;;;;Tweet;27/05/2022 00:17;Estaba jugando con mis amigos y... #SafeTF2 https://t.co/nSOhl3sAi4;;;safetf2;27/05/2022 00:17;https://twitter.com/#!/majounlimited/status/1529980103135879168;;;1529980103135879168;
coolgamerbro650;shorktf2;;;;;;;;;;;;;Mentions;27/05/2022 00:19;RT @ShorKtf2: Oh and also  I don't have anything against the dude at all!! We talked in dm's about this it's just that he's using the #safe…;;;;27/05/2022 00:19;https://twitter.com/#!/coolgamerbro650/status/1529980575112523776;;;1529980575112523776;
doverstwt;doverstwt;;;;;;;;;;;;;Tweet;27/05/2022 00:19;#safetf2 pls;;;safetf2;27/05/2022 00:19;https://twitter.com/#!/doverstwt/status/1529980668415197184;;;1529980668415197184;
davidho10673262;davidho10673262;;;;;;;;;;;;;Tweet;27/05/2022 00:41;Let’s #SafeTF2 and an honor of Rick may 🫡 https://t.co/jFWrJRLBCp;;;safetf2;27/05/2022 00:41;https://twitter.com/#!/davidho10673262/status/1529986020867035145;;;1529986020867035145;
halve_11;halve_11;;;;;;;;;;;;;Tweet;27/05/2022 00:41;name your penis after a tf2 weapon #SafeTF2;;;safetf2;27/05/2022 00:41;https://twitter.com/#!/halve_11/status/1529986049748914176;;;1529986049748914176;
mechanicalmagi3;mechanicalmagi3;;;;;;;;;;;;;Tweet;27/05/2022 00:41;"Ladies and Gentlemen: we gottum 

#SafeTF2 https://t.co/j9meR49aJv";https://twitter.com/TeamFortress/status/1529970640224018433;twitter.com;safetf2;27/05/2022 00:41;https://twitter.com/#!/mechanicalmagi3/status/1529986071446147073;;;1529986071446147073;
creative0name;creative0name;;;;;;;;;;;;;Tweet;27/05/2022 00:47;#SafeTF2 I kinda like this game lol https://t.co/zjhFcF32qx;;;safetf2;27/05/2022 00:47;https://twitter.com/#!/creative0name/status/1529987593605206030;;;1529987593605206030;
cosmosgalaxia;cosmosgalaxia;;;;;;;;;;;;;Tweet;27/05/2022 00:49;La comunidad no pide una Heavy Update, sólo que no dejen el juego morir a manos de los Bots, así que por favor Valve #SafeTF2;;;safetf2;27/05/2022 00:49;https://twitter.com/#!/cosmosgalaxia/status/1529988130501283842;;;1529988130501283842;1529988129511428107
gustavofritz15;steyb_;;;;;;;;;;;;;Mentions;27/05/2022 00:49;"@Hiperop @Steyb_ 
Quiero agradecerles porque la verdad hicieron que un sueño de que alguno de mis youtuber favorito… https://t.co/ET8y9LBKK2";https://twitter.com/i/web/status/1529988248919068691;twitter.com;;27/05/2022 00:49;https://twitter.com/#!/gustavofritz15/status/1529988248919068691;;;1529988248919068691;
gustavofritz15;hiperop;;;;;;;;;;;;;Replies to;27/05/2022 00:49;"@Hiperop @Steyb_ 
Quiero agradecerles porque la verdad hicieron que un sueño de que alguno de mis youtuber favorito… https://t.co/ET8y9LBKK2";https://twitter.com/i/web/status/1529988248919068691;twitter.com;;27/05/2022 00:49;https://twitter.com/#!/gustavofritz15/status/1529988248919068691;;;1529988248919068691;
gustavofritz15;gustavofritz15;;;;;;;;;;;;;Tweet;27/05/2022 00:48;"SE LOGRO
SE LOGRO 
CANÓNICAMENTE LE GANAMOS A LOS BOTS
#SafeTF2";;;safetf2;27/05/2022 00:48;https://twitter.com/#!/gustavofritz15/status/1529987772710375433;;;1529987772710375433;
xenogenicyt;xenogenicyt;;;;;;;;;;;;;Tweet;27/05/2022 00:50;"To the #tf2 community,
We've done it, they have finally seen us and hopefully now, we see the vast fixes to an amaz… https://t.co/o93i9PYJ0R";https://twitter.com/i/web/status/1529988441538465792;twitter.com;tf2;27/05/2022 00:50;https://twitter.com/#!/xenogenicyt/status/1529988441538465792;;;1529988441538465792;
undercover1055;undercover1055;;;;;;;;;;;;;Tweet;27/05/2022 00:54;Then if the 300k tweets make you want to work on TF2, then port the Vac Anticheat to linux and make it so it would… https://t.co/mKklFIQpXh;https://twitter.com/i/web/status/1529989303639724059;twitter.com;;27/05/2022 00:54;https://twitter.com/#!/undercover1055/status/1529989303639724059;;;1529989303639724059;1529989301349634055
undercover1055;teamfortress;;;;;;;;;;;;;Replies to;27/05/2022 00:54;@TeamFortress Valve Responded but we need actions no little words #SafeTF2;;;safetf2;27/05/2022 00:54;https://twitter.com/#!/undercover1055/status/1529989483898327057;;;1529989483898327057;1529970640224018433
undercover1055;undercover1055;;;;;;;;;;;;;Tweet;27/05/2022 00:56;#SafeTF2 #Maketf2playableagain;;;safetf2 maketf2playableagain;27/05/2022 00:56;https://twitter.com/#!/undercover1055/status/1529989891060388021;;;1529989891060388021;
vtrjex;teamfortress;;;;;;;;;;;;;Replies to;27/05/2022 00:58;@TeamFortress aye- they actually responded AFTER 2 YEARS!! when I was still a kid, I'd easily got addicted to this… https://t.co/uti9jQjp0g;https://twitter.com/i/web/status/1529990370137985031;twitter.com;;27/05/2022 00:58;https://twitter.com/#!/vtrjex/status/1529990370137985031;;;1529990370137985031;1529970640224018433
limpshrimp42;limpshrimp42;;;;;;;;;;;;;Tweet;27/05/2022 00:59;#SafeTF2 They may have heard us, but action speak louder than words. This is progress. Keep pressing;;;safetf2;27/05/2022 00:59;https://twitter.com/#!/limpshrimp42/status/1529990691090321493;;;1529990691090321493;
joseflo09807450;joseflo09807450;;;;;;;;;;;;;Tweet;27/05/2022 01:05;#SafeTF2 yes yes yes https://t.co/nbNEsvYtjR;;;safetf2;27/05/2022 01:05;https://twitter.com/#!/joseflo09807450/status/1529992201698267148;;;1529992201698267148;
lehonkey;lehonkey;;;;;;;;;;;;;Tweet;27/05/2022 01:07;Lets do it #SafeTF2 https://t.co/k73jthFNEy;;;safetf2;27/05/2022 01:07;https://twitter.com/#!/lehonkey/status/1529992768478642188;;;1529992768478642188;
jose51403279;jose51403279;;;;;;;;;;;;;Tweet;27/05/2022 01:09;#SafeTF2;;;safetf2;27/05/2022 01:09;https://twitter.com/#!/jose51403279/status/1529993226219884544;;;1529993226219884544;
ohgaryboi;bodegaaurrera;;;;;;;;;;;;;Replies to;27/05/2022 01:10;@BodegaAurrera #SafeTF2;;;safetf2;27/05/2022 01:10;https://twitter.com/#!/ohgaryboi/status/1529993485109141510;;;1529993485109141510;1529104909232132097
rompopevp;amarillitadaira;;;;;;;;;;;;;Mentions;27/05/2022 01:23;"RT @AmarillitaDaira: ESTOY TAN FELIZ QUE HICE ESTO AAAAAAA

GRACIAS POR TANTO Y PERDÓN POR TAN POCO TF2 MUA MUA 💛💛💛💛

#SafeTF2 #ThankYou !!…";;;safetf2 thankyou;27/05/2022 01:23;https://twitter.com/#!/rompopevp/status/1529996743621869578;;;1529996743621869578;
opxlthefirst;opxlthefirst;;;;;;;;;;;;;Tweet;27/05/2022 01:26;"""Some day this will all be a bad memory."" -random City 17 citizen

#SafeTF2";;;safetf2;27/05/2022 01:26;https://twitter.com/#!/opxlthefirst/status/1529997335509741568;;;1529997335509741568;
resteria27;resteria27;;;;;;;;;;;;;Tweet;26/05/2022 15:41;A game as legendary as tf2 does not deserve this kind of treatment—especially when Valve doesn't acknowledge the pr… https://t.co/ftpcoGDTSY;https://twitter.com/i/web/status/1529850284402302976;twitter.com;;26/05/2022 15:41;https://twitter.com/#!/resteria27/status/1529850284402302976;;;1529850284402302976;
hassan60831535;resteria27;;;;;;;;;;;;;Mentions;27/05/2022 01:27;RT @Resteria27: A game as legendary as tf2 does not deserve this kind of treatment—especially when Valve doesn't acknowledge the problem! @…;;;;27/05/2022 01:27;https://twitter.com/#!/hassan60831535/status/1529997798246166531;;;1529997798246166531;
_retkid_;_retkid_;;;;;;;;;;;;;Tweet;27/05/2022 01:28;#SafeTf2 https://t.co/Mno0MselM1;;;safetf2;27/05/2022 01:28;https://twitter.com/#!/_retkid_/status/1529998037384409088;;;1529998037384409088;
